id_registro_a,id_registro_b,codigo_a,codigo_b,establecimiento_a,establecimiento_b,jornada_a,jornada_b,plan_a,plan_b,score,decision
8152,8166,12-15-0171-46,12-15-0197-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,DOBLE,MATUTINA,DIARIO(REGULAR),DIARIO(REGULAR),97.8,
8915,8933,13-26-0162-46,13-26-0229-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,VESPERTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),97.8,
9505,9559,16-01-0428-46,16-01-0926-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,VESPERTINA,NOCTURNA,DIARIO(REGULAR),DIARIO(REGULAR),97.8,
9505,9560,16-01-0428-46,16-01-0927-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,VESPERTINA,NOCTURNA,DIARIO(REGULAR),DIARIO(REGULAR),97.8,
364,772,00-01-0762-46,00-01-9047-46,INSTITUTO TECNOLÓGICO DIGITALES COMERCIALES II,INSTITUTO TECNOLOGICO DIGITALES COMERCIALES II,SIN JORNADA,DOBLE,SEMIPRESENCIAL (FIN DE SEMANA),FIN DE SEMANA,97.8,
11761,11770,22-12-0040-46,22-12-0056-46,"COLEGIO PARTICULAR MIXTO EVANGÉLICO ""SAMARIA""","COLEGIO PARTICULAR MIXTO EVANGELICO ""SAMARIA""",VESPERTINA,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,97.8,
11762,11764,22-12-0041-46,22-12-0046-46,"COLEGIO PARTICULAR MIXTO ""SAN JOSÉ OBRERO II""","COLEGIO PARTICULAR MIXTO ""SAN JOSE OBRERO II""",DOBLE,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,97.8,
11763,11774,22-12-0044-46,22-12-0063-46,"COLEGIO PARTICULAR MIXTO EVANGELICO ""SAMARIA""","COLEGIO PARTICULAR MIXTO EVANGÉLICO ""SAMARIA""",DOBLE,SIN JORNADA,FIN DE SEMANA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),97.8,
11770,11774,22-12-0056-46,22-12-0063-46,"COLEGIO PARTICULAR MIXTO EVANGELICO ""SAMARIA""","COLEGIO PARTICULAR MIXTO EVANGÉLICO ""SAMARIA""",DOBLE,SIN JORNADA,FIN DE SEMANA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),97.8,
698,761,00-01-8470-46,00-01-8974-46,COLEGIO MIXTO BILINGUE EN COMPUTACION 'BEHULA',COLEGIO MIXTO BILINGUE EN COMPUTACION BEHULA,MATUTINA,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,97.8,
698,721,00-01-8470-46,00-01-8645-46,COLEGIO MIXTO BILINGUE EN COMPUTACION 'BEHULA',COLEGIO MIXTO BILINGUE EN COMPUTACION BEHULA,MATUTINA,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,97.8,
8316,8323,12-24-0038-46,12-24-0060-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,VESPERTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),97.8,
8316,8324,12-24-0038-46,12-24-0061-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,VESPERTINA,DOBLE,DIARIO(REGULAR),DIARIO(REGULAR),97.8,
8317,8323,12-24-0039-46,12-24-0060-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,VESPERTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),97.8,
8317,8324,12-24-0039-46,12-24-0061-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,VESPERTINA,DOBLE,DIARIO(REGULAR),DIARIO(REGULAR),97.8,
9777,9802,16-09-0820-46,16-09-0883-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,VESPERTINA,MATUTINA,DIARIO(REGULAR),DIARIO(REGULAR),97.8,
10710,10715,18-03-0285-46,18-03-0333-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,VESPERTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),97.8,
10660,10676,18-02-0188-46,18-02-0328-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,VESPERTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),97.8,
3384,3478,01-15-0062-46,01-15-0376-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,MATUTINA,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,97.8,
3384,3479,01-15-0062-46,01-15-0378-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,MATUTINA,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,97.8,
3384,3586,01-15-0062-46,01-15-0708-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,MATUTINA,SIN JORNADA,DIARIO(REGULAR),SEMIPRESENCIAL (FIN DE SEMANA),97.8,
366,448,00-01-0766-46,00-01-2467-46,INSTITUTO AMERICANO EN CIENCIAS DE COMPUTACIÓN,INSTITUTO AMERICANO EN CIENCIAS DE COMPUTACION,SIN JORNADA,VESPERTINA,SEMIPRESENCIAL (FIN DE SEMANA),DIARIO(REGULAR),97.8,
2181,2184,01-02-0022-46,01-02-0038-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACIÒN DIVERSIFICADA,VESPERTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),97.8,
2181,2185,01-02-0022-46,01-02-0039-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,VESPERTINA,MATUTINA,DIARIO(REGULAR),DIARIO(REGULAR),97.8,
2184,2185,01-02-0038-46,01-02-0039-46,INSTITUTO NACIONAL DE EDUCACIÒN DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,VESPERTINA,MATUTINA,DIARIO(REGULAR),DIARIO(REGULAR),97.8,
9153,9158,14-13-0068-46,14-13-0120-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,VESPERTINA,DOBLE,DIARIO(REGULAR),DIARIO(REGULAR),97.8,
2419,2432,01-07-0010-46,01-07-0064-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,VESPERTINA,MATUTINA,DIARIO(REGULAR),DIARIO(REGULAR),97.8,
7976,7978,12-09-0139-46,12-09-0170-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,MATUTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),97.8,
7976,7979,12-09-0139-46,12-09-0171-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,MATUTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),97.8,
7931,7949,12-07-0139-46,12-07-0216-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,VESPERTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),97.8,
7934,7949,12-07-0157-46,12-07-0216-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,MATUTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),97.8,
7973,7978,12-09-0086-46,12-09-0170-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,VESPERTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),97.8,
366,447,00-01-0766-46,00-01-2466-46,INSTITUTO AMERICANO EN CIENCIAS DE COMPUTACIÓN,INSTITUTO AMERICANO EN CIENCIAS DE COMPUTACION,SIN JORNADA,MATUTINA,SEMIPRESENCIAL (FIN DE SEMANA),DIARIO(REGULAR),97.8,
1918,1994,00-18-0020-46,00-18-0256-46,"LICEO MIXTO EVANGELICO ""FUENTE DE ENSEÑANZA""","LICEO MIXTO EVANGÉLICO ""FUENTE DE ENSEÑANZA""",MATUTINA,MATUTINA,DIARIO(REGULAR),DIARIO(REGULAR),97.7,
3415,3702,01-15-0174-46,01-15-6946-46,"CENTRO DE ESTUDIOS DE INFORMATICA, COMPUTACION Y TECNOLOGIA CEICT",CENTRO DE ESTUDIOS DE INFORMATICA COMPUTACION Y TECNOLOGIA 'CEICT',DOBLE,VESPERTINA,DIARIO(REGULAR),FIN DE SEMANA,97.7,
1918,1970,00-18-0020-46,00-18-0203-46,"LICEO MIXTO EVANGELICO ""FUENTE DE ENSEÑANZA""","LICEO MIXTO EVANGÉLICO ""FUENTE DE ENSEÑANZA""",MATUTINA,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,97.7,
4114,4122,02-03-0052-46,02-03-0116-46,CENTRO EDUCATIVO PRIVADO MIXTO ACAZAU-AZTLAN,CENTRO EDUCATIVO PRIVADO MIXTO ACAZAU-AZTLÁN,DOBLE,DOBLE,FIN DE SEMANA,FIN DE SEMANA,97.7,
4113,4122,02-03-0050-46,02-03-0116-46,CENTRO EDUCATIVO PRIVADO MIXTO ACAZAU-AZTLAN,CENTRO EDUCATIVO PRIVADO MIXTO ACAZAU-AZTLÁN,DOBLE,DOBLE,FIN DE SEMANA,FIN DE SEMANA,97.7,
4122,4139,02-03-0116-46,02-03-0162-46,CENTRO EDUCATIVO PRIVADO MIXTO ACAZAU-AZTLÁN,CENTRO EDUCATIVO PRIVADO MIXTO ACAZAU-AZTLAN,DOBLE,VESPERTINA,FIN DE SEMANA,DIARIO(REGULAR),97.7,
650,793,00-01-7863-46,00-01-9258-46,CENTRO TECNOLOGICO EN COMPUTACION LA MERCED,CENTRO TECNOLOGICO DE COMPUTACION LA MERCED,INTERMEDIA,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,97.7,
666,768,00-01-8096-46,00-01-9027-46,LICEO TECNOLÓGICO METROPOLITANO DE GUATEMALA,LICEO TECNOLOGICO METROPOLITANO DE GUATEMALA,DOBLE,DOBLE,FIN DE SEMANA,FIN DE SEMANA,97.7,
665,666,00-01-8087-46,00-01-8096-46,LICEO TECNOLOGICO METROPOLITANO DE GUATEMALA,LICEO TECNOLÓGICO METROPOLITANO DE GUATEMALA,MATUTINA,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,97.7,
1918,1946,00-18-0020-46,00-18-0142-46,"LICEO MIXTO EVANGELICO ""FUENTE DE ENSEÑANZA""","LICEO MIXTO EVANGÉLICO ""FUENTE DE ENSEÑANZA""",MATUTINA,MATUTINA,DIARIO(REGULAR),DIARIO(REGULAR),97.7,
4122,4123,02-03-0116-46,02-03-0117-46,CENTRO EDUCATIVO PRIVADO MIXTO ACAZAU-AZTLÁN,CENTRO EDUCATIVO PRIVADO MIXTO ACAZAU-AZTLAN,DOBLE,VESPERTINA,FIN DE SEMANA,DIARIO(REGULAR),97.7,
63,429,00-01-0238-46,00-01-0885-46,INSTITUTO TECNOLÓGICO DE COMPUTACION I.T.C.,INSTITUTO TECNOLÓGICO DE COMPUTACIÓN I.T.C.,MATUTINA,MATUTINA,DIARIO(REGULAR),FIN DE SEMANA,97.7,
63,428,00-01-0238-46,00-01-0884-46,INSTITUTO TECNOLÓGICO DE COMPUTACION I.T.C.,INSTITUTO TECNOLÓGICO DE COMPUTACIÓN I.T.C.,MATUTINA,SIN JORNADA,DIARIO(REGULAR),SEMIPRESENCIAL (FIN DE SEMANA),97.7,
63,277,00-01-0238-46,00-01-0608-46,INSTITUTO TECNOLÓGICO DE COMPUTACION I.T.C.,INSTITUTO TECNOLÓGICO DE COMPUTACIÓN I.T.C.,MATUTINA,MATUTINA,DIARIO(REGULAR),DIARIO(REGULAR),97.7,
63,427,00-01-0238-46,00-01-0882-46,INSTITUTO TECNOLÓGICO DE COMPUTACION I.T.C.,INSTITUTO TECNOLÓGICO DE COMPUTACIÓN I.T.C.,MATUTINA,MATUTINA,DIARIO(REGULAR),DIARIO(REGULAR),97.7,
4122,4141,02-03-0116-46,02-03-0164-46,CENTRO EDUCATIVO PRIVADO MIXTO ACAZAU-AZTLÁN,CENTRO EDUCATIVO PRIVADO MIXTO ACAZAU-AZTLAN,DOBLE,SIN JORNADA,FIN DE SEMANA,SEMIPRESENCIAL (FIN DE SEMANA),97.7,
4122,4140,02-03-0116-46,02-03-0163-46,CENTRO EDUCATIVO PRIVADO MIXTO ACAZAU-AZTLÁN,CENTRO EDUCATIVO PRIVADO MIXTO ACAZAU-AZTLAN,DOBLE,DOBLE,FIN DE SEMANA,FIN DE SEMANA,97.7,
11226,11227,20-08-0018-46,20-08-0019-46,COLEGIO MUNICIPAL DE EDUCACION DIVERSIFICADA,COLEGIO MUNICIPAL DE EDUCACIÓN DIVERSIFICADA,VESPERTINA,DOBLE,DIARIO(REGULAR),DIARIO(REGULAR),97.7,
10471,10478,17-14-0032-46,17-14-0084-46,"CENTRO EDUCATIVO TECNICO PORTILLO ""CETPORT""","CENTRO EDUCATIVO TÉCNICO PORTILLO ""CETPORT""",VESPERTINA,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,97.7,
2974,2976,01-08-9371-46,01-08-9376-46,"LICEO MIXTO EN COMPUTACION ""MONTELIMAR NO.2""","LICEO MIXTO EN COMPUTACIÓN ""MONTELIMAR NO.2""",MATUTINA,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,97.7,
11082,11101,20-01-0198-46,20-01-0313-46,COLEGIO MIXTO EN TECNOLOGIA LATINOAMERICANO,COLEGIO MIXTO EN TECNOLOGÍA LATINOAMERICANO,MATUTINA,SIN JORNADA,DIARIO(REGULAR),SEMIPRESENCIAL (UN DÍA A LA SEMANA),97.7,
5326,5402,05-02-0106-46,05-02-2608-46,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO EN CIENCIAS Y LETRAS POR MADUREZ,INSTITUTO MUNICIPAL DE EDUCACION BASICA Y BACHILLERATO EN CIENCIAS Y LETRAS POR MADUREZ,DOBLE,DOBLE,FIN DE SEMANA,FIN DE SEMANA,97.7,
11082,11092,20-01-0198-46,20-01-0235-46,COLEGIO MIXTO EN TECNOLOGIA LATINOAMERICANO,COLEGIO MIXTO EN TECNOLOGÍA LATINOAMERICANO,MATUTINA,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,97.7,
10471,10477,17-14-0032-46,17-14-0083-46,"CENTRO EDUCATIVO TECNICO PORTILLO ""CETPORT""","CENTRO EDUCATIVO TÉCNICO PORTILLO ""CETPORT""",VESPERTINA,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,97.7,
6775,6808,09-20-0087-46,09-20-0654-46,INSTITUTO TECNOLOGICO PRIVADO DE COATEPEQUE,INSTITUTO TECNOLOGICO PRIVADO DE 'COATEPEQUE',DOBLE,MATUTINA,DIARIO(REGULAR),DIARIO(REGULAR),97.7,
285,428,00-01-0628-46,00-01-0884-46,INSTITUTO TECNOLÓGICO DE COMPUTACION I.T.C.,INSTITUTO TECNOLÓGICO DE COMPUTACIÓN I.T.C.,DOBLE,SIN JORNADA,DIARIO(REGULAR),SEMIPRESENCIAL (FIN DE SEMANA),97.7,
285,427,00-01-0628-46,00-01-0882-46,INSTITUTO TECNOLÓGICO DE COMPUTACION I.T.C.,INSTITUTO TECNOLÓGICO DE COMPUTACIÓN I.T.C.,DOBLE,MATUTINA,DIARIO(REGULAR),DIARIO(REGULAR),97.7,
285,429,00-01-0628-46,00-01-0885-46,INSTITUTO TECNOLÓGICO DE COMPUTACION I.T.C.,INSTITUTO TECNOLÓGICO DE COMPUTACIÓN I.T.C.,DOBLE,MATUTINA,DIARIO(REGULAR),FIN DE SEMANA,97.7,
9193,9207,14-15-0234-46,14-15-4573-46,INSTITUTO TÉCNICO MAYA EN RECURSOS NATURALES,INSTITUTO TECNICO MAYA EN RECURSOS NATURALES,DOBLE,DOBLE,DIARIO(REGULAR),DIARIO(REGULAR),97.7,
3949,4062,01-17-0174-46,01-17-9022-46,LICEO EN INFORMÁTICA COMERCIAL VILLA HERMOSA,LICEO EN INFORMATICA COMERCIAL VILLA HERMOSA,MATUTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),97.7,
373,490,00-01-0780-46,00-01-3042-46,INSTITUTO TECNOLÓGICO DIGITALES COMERCIALES,INSTITUTO TECNOLOGICO DIGITALES COMERCIALES,SIN JORNADA,MATUTINA,SEMIPRESENCIAL (FIN DE SEMANA),DIARIO(REGULAR),97.7,
373,707,00-01-0780-46,00-01-8511-46,INSTITUTO TECNOLÓGICO DIGITALES COMERCIALES,INSTITUTO TECNOLOGICO DIGITALES COMERCIALES,SIN JORNADA,DOBLE,SEMIPRESENCIAL (FIN DE SEMANA),FIN DE SEMANA,97.7,
373,526,00-01-0780-46,00-01-4403-46,INSTITUTO TECNOLÓGICO DIGITALES COMERCIALES,INSTITUTO TECNOLOGICO DIGITALES COMERCIALES,SIN JORNADA,DOBLE,SEMIPRESENCIAL (FIN DE SEMANA),FIN DE SEMANA,97.7,
3549,3797,01-15-0625-46,01-15-9314-46,INSTITUTO PRIVADO NUESTRA SEÑORA DE AMÉRICA,INSTITUTO PRIVADO NUESTRA SEÑORA DE AMERICA,MATUTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),97.7,
6419,6521,09-01-0387-46,09-01-3233-46,COLEGIO PRIVADO MIXTO TECNOLÓGICO DON BOSCO,COLEGIO PRIVADO MIXTO TECNOLOGICO DON BOSCO,MATUTINA,MATUTINA,DIARIO(REGULAR),DIARIO(REGULAR),97.7,
6419,6606,09-01-0387-46,09-01-4106-46,COLEGIO PRIVADO MIXTO TECNOLÓGICO DON BOSCO,COLEGIO PRIVADO MIXTO TECNOLOGICO DON BOSCO,MATUTINA,DOBLE,DIARIO(REGULAR),DIARIO(REGULAR),97.7,
277,285,00-01-0608-46,00-01-0628-46,INSTITUTO TECNOLÓGICO DE COMPUTACIÓN I.T.C.,INSTITUTO TECNOLÓGICO DE COMPUTACION I.T.C.,MATUTINA,DOBLE,DIARIO(REGULAR),DIARIO(REGULAR),97.7,
6776,6792,09-20-0088-46,09-20-0132-46,INSTITUTO TECNOLOGICO PRIVADO DE COATEPEQUE,INSTITUTO TECNOLÓGICO PRIVADO DE COATEPEQUE,DOBLE,SIN JORNADA,FIN DE SEMANA,SEMIPRESENCIAL (FIN DE SEMANA),97.7,
6776,6808,09-20-0088-46,09-20-0654-46,INSTITUTO TECNOLOGICO PRIVADO DE COATEPEQUE,INSTITUTO TECNOLOGICO PRIVADO DE 'COATEPEQUE',DOBLE,MATUTINA,FIN DE SEMANA,DIARIO(REGULAR),97.7,
6775,6792,09-20-0087-46,09-20-0132-46,INSTITUTO TECNOLOGICO PRIVADO DE COATEPEQUE,INSTITUTO TECNOLÓGICO PRIVADO DE COATEPEQUE,DOBLE,SIN JORNADA,DIARIO(REGULAR),SEMIPRESENCIAL (FIN DE SEMANA),97.7,
3568,3797,01-15-0671-46,01-15-9314-46,INSTITUTO PRIVADO NUESTRA SEÑORA DE AMÉRICA,INSTITUTO PRIVADO NUESTRA SEÑORA DE AMERICA,SIN JORNADA,VESPERTINA,SEMIPRESENCIAL (FIN DE SEMANA),DIARIO(REGULAR),97.7,
6224,6255,08-01-0247-46,08-01-2498-46,COLEGIO CIENTIFICO Y TECNOLÓGICO EL PEDREGAL,COLEGIO CIENTIFICO Y TECNOLOGICO EL PEDREGAL,DOBLE,DOBLE,FIN DE SEMANA,FIN DE SEMANA,97.7,
6792,6820,09-20-0132-46,09-20-0824-46,INSTITUTO TECNOLÓGICO PRIVADO DE COATEPEQUE,INSTITUTO TECNOLOGICO PRIVADO DE COATEPEQUE,SIN JORNADA,VESPERTINA,SEMIPRESENCIAL (FIN DE SEMANA),DIARIO(REGULAR),97.7,
6224,6256,08-01-0247-46,08-01-2499-46,COLEGIO CIENTIFICO Y TECNOLÓGICO EL PEDREGAL,COLEGIO CIENTIFICO Y TECNOLOGICO EL PEDREGAL,DOBLE,VESPERTINA,FIN DE SEMANA,DIARIO(REGULAR),97.7,
6808,6820,09-20-0654-46,09-20-0824-46,INSTITUTO TECNOLOGICO PRIVADO DE 'COATEPEQUE',INSTITUTO TECNOLOGICO PRIVADO DE COATEPEQUE,MATUTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),97.7,
3551,3797,01-15-0627-46,01-15-9314-46,INSTITUTO PRIVADO NUESTRA SEÑORA DE AMÉRICA,INSTITUTO PRIVADO NUESTRA SEÑORA DE AMERICA,DOBLE,VESPERTINA,FIN DE SEMANA,DIARIO(REGULAR),97.7,
7985,7989,12-10-0069-46,12-10-0082-46,"COLEGIO EVANGELICO PRIVADO MIXTO ""BETHESDA""",COLEGIO EVANGELICO PRIVADO MIXTO BETHESDA,DOBLE,SIN JORNADA,DIARIO(REGULAR),SEMIPRESENCIAL (UN DÍA A LA SEMANA),97.6,
7992,7999,12-10-0086-46,12-10-4904-46,COLEGIO EVANGELICO PRIVADO MIXTO BETHESDA,COLEGIO EVANGELICO PRIVADO MIXTO 'BETHESDA',MATUTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),97.6,
2022,2031,00-18-7658-46,00-18-8653-46,LICEO AMERICANO TECNOLOGICO EN COMPUTACION,LICEO AMERICANO TECNOLOGICO DE COMPUTACION,DOBLE,VESPERTINA,SABATINO,DIARIO(REGULAR),97.6,
11797,11801,22-13-0045-46,22-13-2273-46,INSTITUTO MIXTO DE EDUCACIÓN CONGUAQUENSE,INSTITUTO MIXTO DE EDUCACION CONGUAQUENSE,SIN JORNADA,DOBLE,SEMIPRESENCIAL (UN DÍA A LA SEMANA),FIN DE SEMANA,97.6,
8129,8180,12-15-0131-46,12-15-1300-46,"COLEGIO EVANGELICO MIXTO ""CENTROAMERICANO""",COLEGIO EVANGELICO MIXTO CENTROAMERICANO,DOBLE,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),97.6,
2022,2035,00-18-7658-46,00-18-8766-46,LICEO AMERICANO TECNOLOGICO EN COMPUTACION,LICEO AMERICANO TECNOLOGICO DE COMPUTACION,DOBLE,MATUTINA,SABATINO,DIARIO(REGULAR),97.6,
11789,11801,22-13-0002-46,22-13-2273-46,"INSTITUTO MIXTO DE EDUCACION ""CONGUAQUENSE""",INSTITUTO MIXTO DE EDUCACION CONGUAQUENSE,VESPERTINA,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,97.6,
1519,1520,00-10-7185-46,00-10-7186-46,INSTITUTO DE TECNOLOGIA MEDICA AMEDESGUA,INSTITUTO DE TECNOLOGIA MEDICA 'AMEDESGUA',MATUTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),97.6,
11793,11797,22-13-0035-46,22-13-0045-46,INSTITUTO MIXTO DE EDUCACION CONGUAQUENSE,INSTITUTO MIXTO DE EDUCACIÓN CONGUAQUENSE,DOBLE,SIN JORNADA,FIN DE SEMANA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),97.6,
2020,2022,00-18-7596-46,00-18-7658-46,LICEO AMERICANO TECNOLOGICO DE COMPUTACION,LICEO AMERICANO TECNOLOGICO EN COMPUTACION,MATUTINA,DOBLE,DIARIO(REGULAR),SABATINO,97.6,
11769,11783,22-12-0054-46,22-12-1946-46,COLEGIO PARTICULAR MIXTO SAN JOSÉ OBRERO I,COLEGIO PARTICULAR MIXTO SAN JOSE OBRERO I,MATUTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),97.6,
11789,11793,22-13-0002-46,22-13-0035-46,"INSTITUTO MIXTO DE EDUCACION ""CONGUAQUENSE""",INSTITUTO MIXTO DE EDUCACION CONGUAQUENSE,VESPERTINA,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,97.6,
11771,11783,22-12-0057-46,22-12-1946-46,COLEGIO PARTICULAR MIXTO SAN JOSÉ OBRERO I,COLEGIO PARTICULAR MIXTO SAN JOSE OBRERO I,MATUTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),97.6,
7985,7991,12-10-0069-46,12-10-0085-46,"COLEGIO EVANGELICO PRIVADO MIXTO ""BETHESDA""",COLEGIO EVANGELICO PRIVADO MIXTO BETHESDA,DOBLE,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,97.6,
7985,7992,12-10-0069-46,12-10-0086-46,"COLEGIO EVANGELICO PRIVADO MIXTO ""BETHESDA""",COLEGIO EVANGELICO PRIVADO MIXTO BETHESDA,DOBLE,MATUTINA,DIARIO(REGULAR),DIARIO(REGULAR),97.6,
7989,8000,12-10-0082-46,12-10-4919-46,COLEGIO EVANGELICO PRIVADO MIXTO BETHESDA,COLEGIO EVANGELICO PRIVADO MIXTO 'BETHESDA',SIN JORNADA,DOBLE,SEMIPRESENCIAL (UN DÍA A LA SEMANA),FIN DE SEMANA,97.6,
7991,7999,12-10-0085-46,12-10-4904-46,COLEGIO EVANGELICO PRIVADO MIXTO BETHESDA,COLEGIO EVANGELICO PRIVADO MIXTO 'BETHESDA',DOBLE,VESPERTINA,FIN DE SEMANA,DIARIO(REGULAR),97.6,
7985,7998,12-10-0069-46,12-10-4713-46,"COLEGIO EVANGELICO PRIVADO MIXTO ""BETHESDA""",COLEGIO EVANGELICO PRIVADO MIXTO BETHESDA,DOBLE,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,97.6,
7989,7999,12-10-0082-46,12-10-4904-46,COLEGIO EVANGELICO PRIVADO MIXTO BETHESDA,COLEGIO EVANGELICO PRIVADO MIXTO 'BETHESDA',SIN JORNADA,VESPERTINA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),DIARIO(REGULAR),97.6,
2547,2943,01-08-0456-46,01-08-8700-46,COLEGIO EXPERIMENTAL CRISTIANO VERBO NO.2,COLEGIO EXPERIMENTAL CRISTIANO VERBO NO.3,MATUTINA,MATUTINA,DIARIO(REGULAR),DIARIO(REGULAR),97.6,
11185,11208,20-07-0002-46,20-07-0149-46,"INSTITUTO TECNICO INDUSTRIAL ""HENRY FORD""","INSTITUTO TÉCNICO INDUSTRIAL ""HENRY FORD""",DOBLE,SIN JORNADA,DIARIO(REGULAR),SEMIPRESENCIAL (UN DÍA A LA SEMANA),97.6,
